canonical_dir,kind,variant,case_id,source_dir,source_case_dir
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,09,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/09
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,10,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/10
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,12,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/12
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,13,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/13
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,14,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/14
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,15,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/15
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,16,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/16
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,17,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/17
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,18,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/18
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,19,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/19
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,20,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/no_termination/20
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,01,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/single_shot/01
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,02,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/single_shot/02
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,09,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/single_shot/09
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,14,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/single_shot/14
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,19,openai_gpt54_ablation_v1,openai_gpt54_ablation_v1/single_shot/19
cmu20_openai_gpt54_ablation_v1,ablation,full,03,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/full/03
cmu20_openai_gpt54_ablation_v1,ablation,full,06,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/full/06
cmu20_openai_gpt54_ablation_v1,ablation,full,07,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/full/07
cmu20_openai_gpt54_ablation_v1,ablation,full,08,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/full/08
cmu20_openai_gpt54_ablation_v1,ablation,full,11,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/full/11
cmu20_openai_gpt54_ablation_v1,ablation,no_forbid,03,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_forbid/03
cmu20_openai_gpt54_ablation_v1,ablation,no_forbid,06,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_forbid/06
cmu20_openai_gpt54_ablation_v1,ablation,no_forbid,07,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_forbid/07
cmu20_openai_gpt54_ablation_v1,ablation,no_forbid,08,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_forbid/08
cmu20_openai_gpt54_ablation_v1,ablation,no_forbid,11,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_forbid/11
cmu20_openai_gpt54_ablation_v1,ablation,no_slip,03,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_slip/03
cmu20_openai_gpt54_ablation_v1,ablation,no_slip,06,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_slip/06
cmu20_openai_gpt54_ablation_v1,ablation,no_slip,07,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_slip/07
cmu20_openai_gpt54_ablation_v1,ablation,no_slip,08,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_slip/08
cmu20_openai_gpt54_ablation_v1,ablation,no_slip,11,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_slip/11
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,03,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_termination/03
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,06,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_termination/06
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,07,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_termination/07
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,08,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_termination/08
cmu20_openai_gpt54_ablation_v1,ablation,no_termination,11,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/no_termination/11
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,03,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/single_shot/03
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,06,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/single_shot/06
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,07,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/single_shot/07
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,08,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/single_shot/08
cmu20_openai_gpt54_ablation_v1,ablation,single_shot,11,cmu_extra5_openai_gpt54_ablation_v1,cmu_extra5_openai_gpt54_ablation_v1/single_shot/11
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,01,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/01
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,02,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/02
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,04,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/04
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,05,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/05
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,09,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/09
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,10,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/10
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,12,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/12
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,13,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/13
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,14,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/14
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,15,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/15
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,16,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/16
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,17,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/17
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,18,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/18
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,19,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/19
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,20,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/full/20
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,01,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/01
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,02,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/02
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,04,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/04
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,05,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/05
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,09,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/09
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,10,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/10
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,12,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/12
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,13,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/13
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,14,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/14
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,15,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/15
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,16,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/16
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,17,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/17
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,18,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/18
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,19,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/19
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,20,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_forbid/20
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,01,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/01
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,02,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/02
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,04,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/04
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,05,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/05
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,09,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/09
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,10,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/10
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,12,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/12
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,13,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/13
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,14,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/14
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,15,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/15
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,16,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/16
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,17,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/17
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,18,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/18
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,19,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/19
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,20,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_slip/20
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,01,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/01
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,02,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/02
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,04,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/04
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,05,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/05
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,09,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/09
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,10,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/10
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,12,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/12
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,13,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/13
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,14,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/14
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,15,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/15
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,16,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/16
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,17,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/17
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,18,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/18
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,19,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/19
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,20,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/no_termination/20
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,01,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/single_shot/01
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,02,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/single_shot/02
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,09,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/single_shot/09
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,14,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/single_shot/14
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,19,anthropic_sonnet46_ablation_v1,anthropic_sonnet46_ablation_v1/single_shot/19
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,03,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/full/03
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,06,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/full/06
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,07,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/full/07
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,08,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/full/08
cmu20_anthropic_sonnet46_ablation_v1,ablation,full,11,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/full/11
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,03,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_forbid/03
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,06,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_forbid/06
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,07,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_forbid/07
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,08,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_forbid/08
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_forbid,11,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_forbid/11
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,03,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_slip/03
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,06,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_slip/06
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,07,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_slip/07
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,08,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_slip/08
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_slip,11,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_slip/11
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,03,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_termination/03
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,06,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_termination/06
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,07,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_termination/07
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,08,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_termination/08
cmu20_anthropic_sonnet46_ablation_v1,ablation,no_termination,11,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/no_termination/11
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,03,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/single_shot/03
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,06,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/single_shot/06
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,07,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/single_shot/07
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,08,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/single_shot/08
cmu20_anthropic_sonnet46_ablation_v1,ablation,single_shot,11,cmu_extra5_anthropic_sonnet46_ablation_v1,cmu_extra5_anthropic_sonnet46_ablation_v1/single_shot/11
ocd24_gemini_ablation_v1,ablation,full,003,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/003
ocd24_gemini_ablation_v1,ablation,full,004,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/004
ocd24_gemini_ablation_v1,ablation,full,005,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/005
ocd24_gemini_ablation_v1,ablation,full,012,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/012
ocd24_gemini_ablation_v1,ablation,full,013,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/013
ocd24_gemini_ablation_v1,ablation,full,015,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/015
ocd24_gemini_ablation_v1,ablation,full,016,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/016
ocd24_gemini_ablation_v1,ablation,full,019,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/019
ocd24_gemini_ablation_v1,ablation,full,023,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/023
ocd24_gemini_ablation_v1,ablation,full,024,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/full/024
ocd24_gemini_ablation_v1,ablation,no_forbid,003,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/003
ocd24_gemini_ablation_v1,ablation,no_forbid,004,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/004
ocd24_gemini_ablation_v1,ablation,no_forbid,005,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/005
ocd24_gemini_ablation_v1,ablation,no_forbid,012,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/012
ocd24_gemini_ablation_v1,ablation,no_forbid,013,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/013
ocd24_gemini_ablation_v1,ablation,no_forbid,015,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/015
ocd24_gemini_ablation_v1,ablation,no_forbid,016,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/016
ocd24_gemini_ablation_v1,ablation,no_forbid,019,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/019
ocd24_gemini_ablation_v1,ablation,no_forbid,023,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/023
ocd24_gemini_ablation_v1,ablation,no_forbid,024,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_forbid/024
ocd24_gemini_ablation_v1,ablation,no_slip,003,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/003
ocd24_gemini_ablation_v1,ablation,no_slip,004,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/004
ocd24_gemini_ablation_v1,ablation,no_slip,005,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/005
ocd24_gemini_ablation_v1,ablation,no_slip,012,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/012
ocd24_gemini_ablation_v1,ablation,no_slip,013,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/013
ocd24_gemini_ablation_v1,ablation,no_slip,015,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/015
ocd24_gemini_ablation_v1,ablation,no_slip,016,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/016
ocd24_gemini_ablation_v1,ablation,no_slip,019,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/019
ocd24_gemini_ablation_v1,ablation,no_slip,023,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/023
ocd24_gemini_ablation_v1,ablation,no_slip,024,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_slip/024
ocd24_gemini_ablation_v1,ablation,no_termination,003,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/003
ocd24_gemini_ablation_v1,ablation,no_termination,004,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/004
ocd24_gemini_ablation_v1,ablation,no_termination,005,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/005
ocd24_gemini_ablation_v1,ablation,no_termination,012,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/012
ocd24_gemini_ablation_v1,ablation,no_termination,013,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/013
ocd24_gemini_ablation_v1,ablation,no_termination,015,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/015
ocd24_gemini_ablation_v1,ablation,no_termination,016,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/016
ocd24_gemini_ablation_v1,ablation,no_termination,019,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/019
ocd24_gemini_ablation_v1,ablation,no_termination,023,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/023
ocd24_gemini_ablation_v1,ablation,no_termination,024,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/no_termination/024
ocd24_gemini_ablation_v1,ablation,single_shot,003,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/003
ocd24_gemini_ablation_v1,ablation,single_shot,004,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/004
ocd24_gemini_ablation_v1,ablation,single_shot,005,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/005
ocd24_gemini_ablation_v1,ablation,single_shot,012,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/012
ocd24_gemini_ablation_v1,ablation,single_shot,013,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/013
ocd24_gemini_ablation_v1,ablation,single_shot,015,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/015
ocd24_gemini_ablation_v1,ablation,single_shot,016,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/016
ocd24_gemini_ablation_v1,ablation,single_shot,019,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/019
ocd24_gemini_ablation_v1,ablation,single_shot,023,ocd_gmae_gemini_ablation_v2,ocd_gmae_gemini_ablation_v2/single_shot/023
