dataset,backend,backend_label,case_id,variant,variant_label,best_energy_eV,success,natural_failure,external_failure,energy_status,failure_reason,source,path
OCD-GMAE rep50,grok,Grok-4,003,full,Full,-3.134526014328003,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,004,full,Full,-7.1137237548828125,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,005,full,Full,-6.2419891357421875,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,006,full,Full,-5.4748687744140625,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,007,full,Full,-11.657648086547852,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,008,full,Full,-4.546131134033203,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,009,full,Full,-5.017307281494141,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,010,full,Full,-10.076349258422852,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,011,full,Full,-3.283937454223633,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,012,full,Full,-9.356441497802734,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,013,full,Full,-3.3845176696777344,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,014,full,Full,-7.854732513427734,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,015,full,Full,-10.208537101745605,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,016,full,Full,-14.549540519714355,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,017,full,Full,-8.466468811035156,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,018,full,Full,-2.125509262084961,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,019,full,Full,-3.549367904663086,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,020,full,Full,-2.7166519165039062,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,021,full,Full,-4.248908996582031,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,022,full,Full,-7.159950256347656,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,023,full,Full,-4.346963882446289,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,024,full,Full,-3.2602787017822266,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,025,full,Full,-8.870079040527344,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,026,full,Full,-19.72858428955078,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,027,full,Full,-7.707094192504883,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,028,full,Full,-7.811830520629883,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,029,full,Full,-2.739093780517578,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,030,full,Full,-4.290790557861328,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,031,full,Full,-7.339235305786133,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,032,full,Full,-1.094757080078125,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,033,full,Full,-2.736175537109375,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,034,full,Full,-3.439350128173828,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,035,full,Full,-4.418552398681641,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,036,full,Full,-0.16717910766601562,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,037,full,Full,-10.360984802246094,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,038,full,Full,-3.3191909790039062,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,039,full,Full,-7.434551239013672,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,040,full,Full,-5.747974395751953,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,041,full,Full,-3.876556396484375,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,042,full,Full,-1.855987548828125,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,043,full,Full,,False,True,False,missing_energy,failed,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,044,full,Full,-5.085487365722656,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,045,full,Full,-2.8500900268554688,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,046,full,Full,-8.322032928466797,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,047,full,Full,-10.486995697021484,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,048,full,Full,-2.9037342071533203,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,049,full,Full,-8.627861022949219,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,050,full,Full,-11.695274353027344,True,False,False,valid,,targeted-full-recovery,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,024,single_shot,1-Shot,-3.1459884643554688,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/024/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,023,single_shot,1-Shot,-4.346961975097656,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/023/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,015,single_shot,1-Shot,-9.957316398620605,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/015/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,012,single_shot,1-Shot,-9.34560775756836,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/012/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,046,single_shot,1-Shot,-7.671304702758789,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/046/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,041,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/041/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,048,single_shot,1-Shot,-2.9037342071533203,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/048/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,013,single_shot,1-Shot,-2.735858917236328,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/013/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,014,single_shot,1-Shot,-6.870906829833984,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/014/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,022,single_shot,1-Shot,-6.136024475097656,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/022/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,025,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/025/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,049,single_shot,1-Shot,-7.621452331542969,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/049/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,040,single_shot,1-Shot,-5.74797248840332,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/040/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,047,single_shot,1-Shot,-10.415063858032227,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/047/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,038,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/038/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,007,single_shot,1-Shot,-6.983524322509766,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/007/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,009,single_shot,1-Shot,-3.9963321685791016,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/009/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,036,single_shot,1-Shot,,False,True,False,missing_energy,dissociation,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/036/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,031,single_shot,1-Shot,-7.339601516723633,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/031/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,030,single_shot,1-Shot,-4.578388214111328,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/030/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,008,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/008/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,037,single_shot,1-Shot,-9.077598571777344,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/037/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,001,single_shot,1-Shot,-4.743199110031128,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/001/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,039,single_shot,1-Shot,-7.24180793762207,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/039/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,006,single_shot,1-Shot,-3.9895553588867188,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/006/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,042,single_shot,1-Shot,-1.85589599609375,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/042/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,045,single_shot,1-Shot,-2.8482284545898438,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/045/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,020,single_shot,1-Shot,-2.7164840698242188,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/020/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,027,single_shot,1-Shot,-7.707094192504883,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/027/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,018,single_shot,1-Shot,-2.125509262084961,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/018/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,011,single_shot,1-Shot,-3.282930374145508,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/011/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,016,single_shot,1-Shot,-14.256022453308105,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/016/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,029,single_shot,1-Shot,-2.717609405517578,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/029/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,044,single_shot,1-Shot,-4.688911437988281,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/044/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,043,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/043/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,017,single_shot,1-Shot,-7.173670768737793,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/017/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,028,single_shot,1-Shot,-7.790712356567383,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/028/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,010,single_shot,1-Shot,-9.262384414672852,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/010/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,026,single_shot,1-Shot,-19.717330932617188,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/026/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,019,single_shot,1-Shot,-3.479421615600586,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/019/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,021,single_shot,1-Shot,-3.8590927124023438,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/021/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,003,single_shot,1-Shot,-3.134526014328003,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/003/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,004,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/004/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,032,single_shot,1-Shot,-1.094757080078125,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/032/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,035,single_shot,1-Shot,-4.367143630981445,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/035/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,050,single_shot,1-Shot,-11.582328796386719,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/050/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,034,single_shot,1-Shot,-3.4162750244140625,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/034/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,033,single_shot,1-Shot,-2.73760986328125,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/033/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,005,single_shot,1-Shot,-6.2310638427734375,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/005/result.json
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,002,single_shot,1-Shot,-3.5041396617889404,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_gemini_one_shot/002/result.json
OCD-GMAE rep50,gpt,GPT-5.4,024,single_shot,1-Shot,-3.1149044036865234,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/024/result.json
OCD-GMAE rep50,gpt,GPT-5.4,023,single_shot,1-Shot,-4.346961975097656,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/023/result.json
OCD-GMAE rep50,gpt,GPT-5.4,015,single_shot,1-Shot,-9.681571960449219,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/015/result.json
OCD-GMAE rep50,gpt,GPT-5.4,012,single_shot,1-Shot,-9.35494613647461,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/012/result.json
OCD-GMAE rep50,gpt,GPT-5.4,046,single_shot,1-Shot,-7.671304702758789,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/046/result.json
OCD-GMAE rep50,gpt,GPT-5.4,041,single_shot,1-Shot,-2.727874755859375,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/041/result.json
OCD-GMAE rep50,gpt,GPT-5.4,048,single_shot,1-Shot,-2.903726577758789,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/048/result.json
OCD-GMAE rep50,gpt,GPT-5.4,013,single_shot,1-Shot,-3.345600128173828,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/013/result.json
OCD-GMAE rep50,gpt,GPT-5.4,014,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/014/result.json
OCD-GMAE rep50,gpt,GPT-5.4,022,single_shot,1-Shot,-6.123451232910156,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/022/result.json
OCD-GMAE rep50,gpt,GPT-5.4,025,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/025/result.json
OCD-GMAE rep50,gpt,GPT-5.4,049,single_shot,1-Shot,-7.621452331542969,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/049/result.json
OCD-GMAE rep50,gpt,GPT-5.4,040,single_shot,1-Shot,-5.74797248840332,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/040/result.json
OCD-GMAE rep50,gpt,GPT-5.4,047,single_shot,1-Shot,-10.415063858032227,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/047/result.json
OCD-GMAE rep50,gpt,GPT-5.4,038,single_shot,1-Shot,-3.2947616577148438,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/038/result.json
OCD-GMAE rep50,gpt,GPT-5.4,007,single_shot,1-Shot,-11.659784317016602,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/007/result.json
OCD-GMAE rep50,gpt,GPT-5.4,009,single_shot,1-Shot,-3.9963321685791016,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/009/result.json
OCD-GMAE rep50,gpt,GPT-5.4,036,single_shot,1-Shot,-0.16718101501464844,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/036/result.json
OCD-GMAE rep50,gpt,GPT-5.4,031,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/031/result.json
OCD-GMAE rep50,gpt,GPT-5.4,030,single_shot,1-Shot,-4.292024612426758,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/030/result.json
OCD-GMAE rep50,gpt,GPT-5.4,008,single_shot,1-Shot,-4.444726943969727,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/008/result.json
OCD-GMAE rep50,gpt,GPT-5.4,037,single_shot,1-Shot,-8.988121032714844,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/037/result.json
OCD-GMAE rep50,gpt,GPT-5.4,001,single_shot,1-Shot,-4.743199110031128,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/001/result.json
OCD-GMAE rep50,gpt,GPT-5.4,039,single_shot,1-Shot,-7.24180793762207,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/039/result.json
OCD-GMAE rep50,gpt,GPT-5.4,006,single_shot,1-Shot,-3.94049072265625,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/006/result.json
OCD-GMAE rep50,gpt,GPT-5.4,042,single_shot,1-Shot,-1.8181324005126953,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/042/result.json
OCD-GMAE rep50,gpt,GPT-5.4,045,single_shot,1-Shot,-2.8482284545898438,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/045/result.json
OCD-GMAE rep50,gpt,GPT-5.4,020,single_shot,1-Shot,-1.2141952514648438,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/020/result.json
OCD-GMAE rep50,gpt,GPT-5.4,027,single_shot,1-Shot,-7.707033157348633,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/027/result.json
OCD-GMAE rep50,gpt,GPT-5.4,018,single_shot,1-Shot,-2.113170623779297,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/018/result.json
OCD-GMAE rep50,gpt,GPT-5.4,011,single_shot,1-Shot,-3.282930374145508,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/011/result.json
OCD-GMAE rep50,gpt,GPT-5.4,016,single_shot,1-Shot,-14.256022453308105,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/016/result.json
OCD-GMAE rep50,gpt,GPT-5.4,029,single_shot,1-Shot,-2.719514846801758,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/029/result.json
OCD-GMAE rep50,gpt,GPT-5.4,044,single_shot,1-Shot,-4.688911437988281,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/044/result.json
OCD-GMAE rep50,gpt,GPT-5.4,043,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/043/result.json
OCD-GMAE rep50,gpt,GPT-5.4,017,single_shot,1-Shot,-8.466667175292969,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/017/result.json
OCD-GMAE rep50,gpt,GPT-5.4,028,single_shot,1-Shot,-7.790712356567383,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/028/result.json
OCD-GMAE rep50,gpt,GPT-5.4,010,single_shot,1-Shot,-9.262384414672852,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/010/result.json
OCD-GMAE rep50,gpt,GPT-5.4,026,single_shot,1-Shot,-19.717514038085938,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/026/result.json
OCD-GMAE rep50,gpt,GPT-5.4,019,single_shot,1-Shot,-3.549367904663086,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/019/result.json
OCD-GMAE rep50,gpt,GPT-5.4,021,single_shot,1-Shot,-4.241462707519531,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/021/result.json
OCD-GMAE rep50,gpt,GPT-5.4,003,single_shot,1-Shot,-3.134526014328003,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/003/result.json
OCD-GMAE rep50,gpt,GPT-5.4,004,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/004/result.json
OCD-GMAE rep50,gpt,GPT-5.4,032,single_shot,1-Shot,,False,True,False,missing_energy,dissociation;chemical_slip,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/032/result.json
OCD-GMAE rep50,gpt,GPT-5.4,035,single_shot,1-Shot,-4.418554306030273,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/035/result.json
OCD-GMAE rep50,gpt,GPT-5.4,050,single_shot,1-Shot,-11.695274353027344,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/050/result.json
OCD-GMAE rep50,gpt,GPT-5.4,034,single_shot,1-Shot,-3.4162750244140625,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/034/result.json
OCD-GMAE rep50,gpt,GPT-5.4,033,single_shot,1-Shot,-2.7376708984375,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/033/result.json
OCD-GMAE rep50,gpt,GPT-5.4,005,single_shot,1-Shot,-6.176261901855469,True,False,False,valid,,one_shot,research/results/ocd_gmae_rep50_openai_gpt54_one_shot/005/result.json
