case_id,variant,backend,source,best_energy,iterations,wasted_iterations,success,slip_count,dissociation_count,tokens_used,failure_class,raw_status,error,replaced_external_failure,full_energy,delta_vs_full_recomputed
001,no_termination,Claude Sonnet 4.6,extra14,-4.980229139328003,5,0,True,3,0,36113,success,success,,False,-4.743168592453003,-0.237060546875
002,no_termination,Claude Sonnet 4.6,extra14,-7.2280120849609375,5,0,True,4,0,37250,success,success,,False,-7.2280120849609375,0.0
006,no_termination,Claude Sonnet 4.6,extra14,-7.403881072998047,5,0,True,3,1,30824,success,success,,False,-7.403881072998047,0.0
007,no_termination,Claude Sonnet 4.6,extra14,-10.710792541503906,5,0,True,1,0,32050,success,success,,False,-10.732337951660156,0.02154541015625
008,no_termination,Claude Sonnet 4.6,extra14,-4.346961975097656,5,0,True,4,4,39311,success,success,,False,-4.346961975097656,0.0
009,no_termination,Claude Sonnet 4.6,extra14,-8.408592224121094,5,0,True,5,2,41404,success,success,,False,-8.870079040527344,0.46148681640625
010,no_termination,Claude Sonnet 4.6,extra14,-7.707094192504883,5,0,True,3,0,38214,success,success,,False,-7.707094192504883,0.0
011,no_termination,Claude Sonnet 4.6,extra14,-4.284210205078125,5,0,True,3,1,37801,success,success,,False,-4.284576416015625,0.0003662109375
014,no_termination,Claude Sonnet 4.6,extra14,-5.222879409790039,5,0,True,4,0,36342,success,success,,False,-5.207887649536133,-0.0149917602539062
017,no_termination,Claude Sonnet 4.6,extra14,-5.363246917724609,5,0,True,3,1,40249,success,success,,False,-5.363338470458984,9.1552734375e-05
018,no_termination,Claude Sonnet 4.6,extra14,-6.991722106933594,5,0,True,4,2,38082,success,success,,False,-6.991722106933594,0.0
020,no_termination,Claude Sonnet 4.6,extra14,-6.2419586181640625,5,0,True,4,0,41818,success,success,,False,-6.2419586181640625,0.0
021,no_termination,Claude Sonnet 4.6,extra14,-3.60184097290039,5,0,True,4,0,38100,success,success,,False,-3.60184097290039,0.0
022,no_termination,Claude Sonnet 4.6,extra14,-3.34561538696289,5,0,True,5,2,39236,success,success,,False,-3.3845176696777344,0.0389022827148437
001,single_shot,Claude Sonnet 4.6,extra14,-4.743168592453003,1,0,True,1,0,5986,success,success,,False,-4.743168592453003,0.0
002,single_shot,Claude Sonnet 4.6,extra14,-6.576652526855469,1,0,True,1,0,5698,success,success,,False,-7.2280120849609375,0.6513595581054688
006,single_shot,Claude Sonnet 4.6,extra14,-7.403881072998047,1,0,True,0,0,5491,success,success,,False,-7.403881072998047,0.0
007,single_shot,Claude Sonnet 4.6,extra14,-10.710975646972656,1,0,True,0,0,5417,success,success,,False,-10.732337951660156,0.0213623046875
008,single_shot,Claude Sonnet 4.6,extra14,-4.346961975097656,1,0,True,1,0,5884,success,success,,False,-4.346961975097656,0.0
009,single_shot,Claude Sonnet 4.6,extra14,,1,0,False,1,1,5832,natural_failure,failed,,False,-8.870079040527344,
010,single_shot,Claude Sonnet 4.6,extra14,-7.707033157348633,1,0,True,1,0,5532,success,success,,False,-7.707094192504883,6.103515625e-05
011,single_shot,Claude Sonnet 4.6,extra14,,1,0,False,0,1,5951,natural_failure,failed,,False,-4.284576416015625,
014,single_shot,Claude Sonnet 4.6,extra14,-5.207887649536133,1,0,True,1,0,5844,success,success,,False,-5.207887649536133,0.0
017,single_shot,Claude Sonnet 4.6,extra14,-5.362604141235352,1,0,True,1,0,5798,success,success,,False,-5.363338470458984,0.0007343292236328
018,single_shot,Claude Sonnet 4.6,extra14,-6.991722106933594,1,0,True,1,0,5761,success,success,,False,-6.991722106933594,0.0
020,single_shot,Claude Sonnet 4.6,extra14,-6.1058197021484375,1,0,True,0,0,6137,success,success,,False,-6.2419586181640625,0.136138916015625
021,single_shot,Claude Sonnet 4.6,extra14,-3.3670387268066406,1,0,True,0,0,6258,success,success,,False,-3.60184097290039,0.23480224609375
022,single_shot,Claude Sonnet 4.6,extra14,-2.735790252685547,1,0,True,1,0,5382,success,success,,False,-3.3845176696777344,0.6487274169921875
003,full,Gemini 2.5 Pro,locked10,-11.654779434204102,4,0,True,4,0,30304,success,success,,False,-11.654779434204102,0.0
004,full,Gemini 2.5 Pro,locked10,-10.13772201538086,5,0,True,5,1,30315,success,success,,False,-10.13772201538086,0.0
005,full,Gemini 2.5 Pro,locked10,-10.643351554870604,5,0,True,4,0,29800,success,success,,False,-10.643351554870604,0.0
012,full,Gemini 2.5 Pro,locked10,-2.746053695678711,5,0,True,4,0,28713,success,success,,False,-2.746053695678711,0.0
013,full,Gemini 2.5 Pro,locked10,-10.361473083496094,5,0,True,2,1,28328,success,success,,False,-10.361473083496094,0.0
015,full,Gemini 2.5 Pro,locked10,-1.4145851135253906,5,1,True,3,2,30600,success,success,,False,-1.4145851135253906,0.0
016,full,Gemini 2.5 Pro,locked10,-12.998695373535156,5,0,True,3,0,28720,success,success,,False,-12.998695373535156,0.0
019,full,Gemini 2.5 Pro,locked10,-3.5041396617889404,5,0,True,5,0,29603,success,success,,False,-3.5041396617889404,0.0
023,full,Gemini 2.5 Pro,locked10,-14.549540519714355,5,0,True,5,0,30560,success,success,,False,-14.549540519714355,0.0
024,full,Gemini 2.5 Pro,locked10,-3.715871810913086,5,0,True,3,0,27130,success,success,,False,-3.715871810913086,0.0
003,no_slip,Gemini 2.5 Pro,locked10,-11.654779434204102,4,0,True,4,0,26242,success,success,,False,-11.654779434204102,0.0
004,no_slip,Gemini 2.5 Pro,locked10,-10.13772201538086,5,0,True,5,1,27605,success,success,,False,-10.13772201538086,0.0
005,no_slip,Gemini 2.5 Pro,locked10,-10.643351554870604,5,0,True,5,0,28346,success,success,,False,-10.643351554870604,0.0
012,no_slip,Gemini 2.5 Pro,locked10,-2.6935501098632812,5,0,True,3,1,26136,success,success,,False,-2.746053695678711,0.0525035858154296
013,no_slip,Gemini 2.5 Pro,locked10,-10.361473083496094,5,0,True,2,1,25554,success,success,,False,-10.361473083496094,0.0
015,no_slip,Gemini 2.5 Pro,locked10,-1.570451736450195,5,1,True,3,2,27706,success,success,,False,-1.4145851135253906,-0.1558666229248047
016,no_slip,Gemini 2.5 Pro,locked10,-12.998695373535156,5,0,True,3,0,27330,success,success,,False,-12.998695373535156,0.0
019,no_slip,Gemini 2.5 Pro,locked10,-3.5041396617889404,5,0,True,5,0,26393,success,success,,False,-3.5041396617889404,0.0
023,no_slip,Gemini 2.5 Pro,locked10,-14.256022453308104,5,0,True,5,0,26446,success,success,,False,-14.549540519714355,0.29351806640625
024,no_slip,Gemini 2.5 Pro,locked10,-3.715871810913086,5,0,True,3,1,26586,success,success,,False,-3.715871810913086,0.0
003,no_forbid,Gemini 2.5 Pro,locked10,-11.654779434204102,4,0,True,4,0,29803,success,success,,False,-11.654779434204102,0.0
004,no_forbid,Gemini 2.5 Pro,locked10,-10.13772201538086,5,0,True,5,1,30423,success,success,,False,-10.13772201538086,0.0
005,no_forbid,Gemini 2.5 Pro,locked10,-10.643351554870604,5,0,True,5,0,28475,success,success,,False,-10.643351554870604,0.0
012,no_forbid,Gemini 2.5 Pro,locked10,-2.746053695678711,5,0,True,4,0,26322,success,success,,False,-2.746053695678711,0.0
013,no_forbid,Gemini 2.5 Pro,locked10,-10.361473083496094,5,0,True,2,1,26010,success,success,,False,-10.361473083496094,0.0
015,no_forbid,Gemini 2.5 Pro,locked10,-1.570451736450195,5,0,True,4,3,31495,success,success,,False,-1.4145851135253906,-0.1558666229248047
016,no_forbid,Gemini 2.5 Pro,locked10,-12.99872589111328,5,0,True,3,0,26829,success,success,,False,-12.998695373535156,-3.0517578125e-05
019,no_forbid,Gemini 2.5 Pro,locked10,-3.3380630016326904,3,0,True,3,0,21257,success,success,,False,-3.5041396617889404,0.16607666015625
023,no_forbid,Gemini 2.5 Pro,locked10,-14.549540519714355,5,0,True,5,0,28999,success,success,,False,-14.549540519714355,0.0
024,no_forbid,Gemini 2.5 Pro,locked10,-3.715871810913086,5,0,True,3,1,28633,success,success,,False,-3.715871810913086,0.0
003,no_termination,Gemini 2.5 Pro,locked10,-11.654779434204102,5,1,True,4,0,30907,success,success,,False,-11.654779434204102,0.0
004,no_termination,Gemini 2.5 Pro,locked10,-10.13772201538086,5,0,True,5,1,31319,success,success,,False,-10.13772201538086,0.0
005,no_termination,Gemini 2.5 Pro,locked10,-10.606913566589355,5,0,True,4,0,29631,success,success,,False,-10.643351554870604,0.03643798828125
012,no_termination,Gemini 2.5 Pro,locked10,-2.746053695678711,5,0,True,4,0,25784,success,success,,False,-2.746053695678711,0.0
013,no_termination,Gemini 2.5 Pro,locked10,-10.361473083496094,5,0,True,2,1,28054,success,success,,False,-10.361473083496094,0.0
015,no_termination,Gemini 2.5 Pro,locked10,-1.4145851135253906,5,0,True,4,3,31245,success,success,,False,-1.4145851135253906,0.0
016,no_termination,Gemini 2.5 Pro,locked10,-12.998695373535156,5,0,True,3,0,27141,success,success,,False,-12.998695373535156,0.0
019,no_termination,Gemini 2.5 Pro,locked10,-3.3380630016326904,5,0,True,4,0,26391,success,success,,False,-3.5041396617889404,0.16607666015625
023,no_termination,Gemini 2.5 Pro,locked10,-14.549540519714355,5,0,True,5,0,29428,success,success,,False,-14.549540519714355,0.0
024,no_termination,Gemini 2.5 Pro,locked10,-3.715871810913086,5,0,True,3,0,27053,success,success,,False,-3.715871810913086,0.0
003,single_shot,Gemini 2.5 Pro,locked10,-11.654779434204102,1,0,True,1,0,4729,success,success,,False,-11.654779434204102,0.0
004,single_shot,Gemini 2.5 Pro,locked10,-8.813106536865234,1,0,True,1,0,5115,success,success,,False,-10.13772201538086,1.324615478515625
005,single_shot,Gemini 2.5 Pro,locked10,-10.643351554870604,1,0,True,1,0,4452,success,success,,False,-10.643351554870604,0.0
012,single_shot,Gemini 2.5 Pro,locked10,-2.3598690032958984,1,0,True,1,0,4283,success,success,,False,-2.746053695678711,0.3861846923828125
013,single_shot,Gemini 2.5 Pro,locked10,-9.077415466308594,1,0,True,0,0,4304,success,success,,False,-10.361473083496094,1.2840576171875
015,single_shot,Gemini 2.5 Pro,locked10,-1.351470947265625,1,0,True,1,0,4936,success,success,,False,-1.4145851135253906,0.0631141662597656
016,single_shot,Gemini 2.5 Pro,locked10,-12.920936584472656,1,0,True,0,0,4827,success,success,,False,-12.998695373535156,0.0777587890625
019,single_shot,Gemini 2.5 Pro,locked10,-3.3022658824920654,1,0,True,0,0,4210,success,success,,False,-3.5041396617889404,0.201873779296875
023,single_shot,Gemini 2.5 Pro,locked10,-13.564433097839355,1,0,True,1,0,4691,success,success,,False,-14.549540519714355,0.985107421875
024,single_shot,Gemini 2.5 Pro,locked10,-3.376506805419922,1,0,True,0,0,4783,success,success,,False,-3.715871810913086,0.339365005493164
001,full,Gemini 2.5 Pro,extra14,-4.980229139328003,5,0,True,2,0,26490,success,success,,False,-4.980229139328003,0.0
002,full,Gemini 2.5 Pro,extra14,-7.2280120849609375,5,0,True,4,1,30772,success,success,,False,-7.2280120849609375,0.0
006,full,Gemini 2.5 Pro,extra14,-7.403881072998047,5,1,True,2,1,27572,success,success,,False,-7.403881072998047,0.0
007,full,Gemini 2.5 Pro,extra14,-10.732337951660156,5,0,True,1,0,25786,success,success,,False,-10.732337951660156,0.0
008,full,Gemini 2.5 Pro,extra14,-4.346961975097656,5,0,True,5,3,30739,success,success,,False,-4.346961975097656,0.0
009,full,Gemini 2.5 Pro,extra14,-7.967422485351563,5,0,True,5,2,31525,success,success,,False,-7.967422485351563,0.0
010,full,Gemini 2.5 Pro,extra14,-7.707094192504883,5,0,True,3,0,28798,success,success,,False,-7.707094192504883,0.0
011,full,Gemini 2.5 Pro,extra14,-3.56817626953125,5,0,True,4,3,29899,success,success,,False,-3.56817626953125,0.0
014,full,Gemini 2.5 Pro,extra14,-5.222894668579102,5,0,True,4,0,29442,success,success,,False,-5.222894668579102,0.0
017,full,Gemini 2.5 Pro,extra14,-5.363460540771484,5,0,True,5,1,29533,success,success,,False,-5.363460540771484,0.0
018,full,Gemini 2.5 Pro,extra14,-6.991722106933594,5,0,True,4,2,30823,success,success,,False,-6.991722106933594,0.0
020,full,Gemini 2.5 Pro,extra14,-6.176261901855469,5,0,True,4,0,28707,success,success,,False,-6.176261901855469,0.0
021,full,Gemini 2.5 Pro,extra14,-3.6048831939697266,5,0,True,4,0,28085,success,success,,False,-3.6048831939697266,0.0
022,full,Gemini 2.5 Pro,extra14,-3.3845252990722656,5,0,True,5,2,32428,success,success,,False,-3.3845252990722656,0.0
001,no_slip,Gemini 2.5 Pro,extra14,-4.980229139328003,5,0,True,3,0,24460,success,success,,False,-4.980229139328003,0.0
002,no_slip,Gemini 2.5 Pro,extra14,-7.2280120849609375,5,0,True,5,1,26711,success,success,,False,-7.2280120849609375,0.0
006,no_slip,Gemini 2.5 Pro,extra14,-7.403942108154297,5,0,True,3,1,24661,success,success,,False,-7.403881072998047,-6.103515625e-05
007,no_slip,Gemini 2.5 Pro,extra14,-10.732337951660156,5,0,True,1,0,26039,success,success,,False,-10.732337951660156,0.0
008,no_slip,Gemini 2.5 Pro,extra14,-4.346961975097656,5,0,True,5,4,28673,success,success,,False,-4.346961975097656,0.0
009,no_slip,Gemini 2.5 Pro,extra14,-7.967422485351563,5,0,True,4,2,27898,success,success,,False,-7.967422485351563,0.0
010,no_slip,Gemini 2.5 Pro,extra14,-7.707033157348633,5,0,True,4,0,26384,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_slip,Gemini 2.5 Pro,extra14,-4.162750244140625,5,0,True,3,2,25870,success,success,,False,-3.56817626953125,-0.594573974609375
014,no_slip,Gemini 2.5 Pro,extra14,-5.222894668579102,5,0,True,4,0,26558,success,success,,False,-5.222894668579102,0.0
017,no_slip,Gemini 2.5 Pro,extra14,-5.363460540771484,5,0,True,4,2,27147,success,success,,False,-5.363460540771484,0.0
018,no_slip,Gemini 2.5 Pro,extra14,-7.120536804199219,5,0,True,4,2,27889,success,success,,False,-6.991722106933594,-0.128814697265625
020,no_slip,Gemini 2.5 Pro,extra14,-6.2312164306640625,5,0,True,5,0,26804,success,success,,False,-6.176261901855469,-0.0549545288085937
021,no_slip,Gemini 2.5 Pro,extra14,-3.6048831939697266,5,0,True,4,0,27583,success,success,,False,-3.6048831939697266,0.0
022,no_slip,Gemini 2.5 Pro,extra14,-3.3845176696777344,5,0,True,5,2,28963,success,success,,False,-3.3845252990722656,7.62939453125e-06
001,no_forbid,Gemini 2.5 Pro,extra14,-4.980229139328003,5,0,True,2,0,26721,success,success,,False,-4.980229139328003,0.0
002,no_forbid,Gemini 2.5 Pro,extra14,-7.2280120849609375,5,0,True,4,1,30328,success,success,,False,-7.2280120849609375,0.0
006,no_forbid,Gemini 2.5 Pro,extra14,-7.403881072998047,5,0,True,3,1,26987,success,success,,False,-7.403881072998047,0.0
007,no_forbid,Gemini 2.5 Pro,extra14,-10.732337951660156,5,0,True,1,0,24864,success,success,,False,-10.732337951660156,0.0
008,no_forbid,Gemini 2.5 Pro,extra14,-4.346961975097656,5,0,True,5,4,29227,success,success,,False,-4.346961975097656,0.0
009,no_forbid,Gemini 2.5 Pro,extra14,-7.8809051513671875,5,0,True,4,3,29044,success,success,,False,-7.967422485351563,0.086517333984375
010,no_forbid,Gemini 2.5 Pro,extra14,-7.707033157348633,5,0,True,3,0,27776,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_forbid,Gemini 2.5 Pro,extra14,-3.356536865234375,5,0,True,3,3,29924,success,success,,False,-3.56817626953125,0.211639404296875
014,no_forbid,Gemini 2.5 Pro,extra14,-5.222879409790039,5,0,True,4,0,26631,success,success,,False,-5.222894668579102,1.52587890625e-05
017,no_forbid,Gemini 2.5 Pro,extra14,-5.363460540771484,5,0,True,4,1,28565,success,success,,False,-5.363460540771484,0.0
018,no_forbid,Gemini 2.5 Pro,extra14,-6.991722106933594,5,0,True,3,2,31137,success,success,,False,-6.991722106933594,0.0
020,no_forbid,Gemini 2.5 Pro,extra14,-6.176261901855469,5,0,True,4,0,27925,success,success,,False,-6.176261901855469,0.0
021,no_forbid,Gemini 2.5 Pro,extra14,-3.5104713439941406,5,0,True,4,0,27949,success,success,,False,-3.6048831939697266,0.0944118499755859
022,no_forbid,Gemini 2.5 Pro,extra14,-3.3845176696777344,5,0,True,5,1,30808,success,success,,False,-3.3845252990722656,7.62939453125e-06
001,no_termination,Gemini 2.5 Pro,extra14,-4.743168592453003,5,0,True,2,0,26635,success,success,,False,-4.980229139328003,0.237060546875
002,no_termination,Gemini 2.5 Pro,extra14,-7.2280120849609375,5,0,True,4,1,27868,success,success,,False,-7.2280120849609375,0.0
006,no_termination,Gemini 2.5 Pro,extra14,-7.403881072998047,5,1,True,2,1,25424,success,success,,False,-7.403881072998047,0.0
007,no_termination,Gemini 2.5 Pro,extra14,-10.713600158691406,5,0,True,1,0,24393,success,success,,False,-10.732337951660156,0.01873779296875
008,no_termination,Gemini 2.5 Pro,extra14,-4.346961975097656,5,0,True,5,4,29760,success,success,,False,-4.346961975097656,0.0
009,no_termination,Gemini 2.5 Pro,extra14,-7.967422485351563,5,0,True,4,3,28561,success,success,,False,-7.967422485351563,0.0
010,no_termination,Gemini 2.5 Pro,extra14,-7.707033157348633,5,0,True,3,0,27170,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_termination,Gemini 2.5 Pro,extra14,-3.356536865234375,5,0,True,4,4,28065,success,success,,False,-3.56817626953125,0.211639404296875
014,no_termination,Gemini 2.5 Pro,extra14,-5.222879409790039,5,0,True,4,0,27092,success,success,,False,-5.222894668579102,1.52587890625e-05
017,no_termination,Gemini 2.5 Pro,extra14,-5.362604141235352,5,0,True,3,1,29257,success,success,,False,-5.363460540771484,0.0008563995361328
018,no_termination,Gemini 2.5 Pro,extra14,-6.991722106933594,5,0,True,4,2,28569,success,success,,False,-6.991722106933594,0.0
020,no_termination,Gemini 2.5 Pro,extra14,-6.1764984130859375,5,0,True,5,0,27800,success,success,,False,-6.176261901855469,-0.0002365112304687
021,no_termination,Gemini 2.5 Pro,extra14,-3.60184097290039,5,0,True,4,0,27708,success,success,,False,-3.6048831939697266,0.0030422210693359
022,no_termination,Gemini 2.5 Pro,extra14,-3.3845176696777344,5,0,True,5,2,30149,success,success,,False,-3.3845252990722656,7.62939453125e-06
001,single_shot,Gemini 2.5 Pro,extra14,-4.743199110031128,1,0,True,1,0,4594,success,success,,False,-4.980229139328003,0.237030029296875
002,single_shot,Gemini 2.5 Pro,extra14,,1,0,False,1,1,4679,natural_failure,failed,,False,-7.2280120849609375,
006,single_shot,Gemini 2.5 Pro,extra14,-7.403881072998047,1,0,True,0,0,4379,success,success,,False,-7.403881072998047,0.0
007,single_shot,Gemini 2.5 Pro,extra14,-10.710975646972656,1,0,True,0,0,4162,success,success,,False,-10.732337951660156,0.0213623046875
008,single_shot,Gemini 2.5 Pro,extra14,-4.346961975097656,1,0,True,1,0,4642,success,success,,False,-4.346961975097656,0.0
009,single_shot,Gemini 2.5 Pro,extra14,,1,0,False,1,1,4600,natural_failure,failed,,False,-7.967422485351563,
010,single_shot,Gemini 2.5 Pro,extra14,-7.707094192504883,1,0,True,1,0,4932,success,success,,False,-7.707094192504883,0.0
011,single_shot,Gemini 2.5 Pro,extra14,,1,0,False,0,1,4421,natural_failure,failed,,False,-3.56817626953125,
014,single_shot,Gemini 2.5 Pro,extra14,-5.20787239074707,1,0,True,1,0,4814,success,success,,False,-5.222894668579102,0.0150222778320312
017,single_shot,Gemini 2.5 Pro,extra14,-5.362634658813477,1,0,True,1,0,4670,success,success,,False,-5.363460540771484,0.0008258819580078
018,single_shot,Gemini 2.5 Pro,extra14,-6.991722106933594,1,0,True,1,0,4533,success,success,,False,-6.991722106933594,0.0
020,single_shot,Gemini 2.5 Pro,extra14,-6.176261901855469,1,0,True,1,0,4324,success,success,,False,-6.176261901855469,0.0
021,single_shot,Gemini 2.5 Pro,extra14,-3.4414615631103516,1,0,True,1,0,4518,success,success,,False,-3.6048831939697266,0.163421630859375
022,single_shot,Gemini 2.5 Pro,extra14,,1,0,False,1,1,4900,natural_failure,failed,,False,-3.3845252990722656,
003,full,Grok-4,locked10,-11.659296035766602,4,0,True,4,0,37628,success,success,,False,-11.659296035766602,0.0
004,full,Grok-4,locked10,-10.13772201538086,3,0,True,3,1,21986,success,success,,False,-10.13772201538086,0.0
023,full,Grok-4,locked10,-14.549540519714355,5,0,True,5,0,39920,success,success,,False,-14.549540519714355,0.0
024,full,Grok-4,locked10,-3.715871810913086,5,0,True,3,1,36315,success,success,,False,-3.715871810913086,0.0
005,full,Grok-4,locked10,-10.118144035339355,4,0,True,4,0,40392,success,success,,False,-10.118144035339355,0.0
019,full,Grok-4,locked10,-3.3380630016326904,3,0,True,3,0,28685,success,success,,False,-3.3380630016326904,0.0
015,full,Grok-4,locked10,-1.351470947265625,5,1,True,4,3,39030,success,success,,False,-1.351470947265625,0.0
013,full,Grok-4,locked10,-10.361473083496094,5,0,True,2,1,34887,success,success,,False,-10.361473083496094,0.0
012,full,Grok-4,locked10,-2.772481918334961,5,0,True,4,1,36191,success,success,,False,-2.772481918334961,0.0
016,full,Grok-4,locked10,-12.998695373535156,5,0,True,3,0,36656,success,success,,False,-12.998695373535156,0.0
003,no_slip,Grok-4,locked10,-11.654779434204102,4,0,True,4,0,33083,success,success,,False,-11.659296035766602,0.0045166015625
004,no_slip,Grok-4,locked10,-10.13772201538086,5,0,True,5,2,37490,success,success,,False,-10.13772201538086,0.0
023,no_slip,Grok-4,locked10,-14.505778312683104,5,0,True,5,0,36757,success,success,,False,-14.549540519714355,0.04376220703125
024,no_slip,Grok-4,locked10,-3.421102523803711,5,0,True,3,0,32562,success,success,,False,-3.715871810913086,0.294769287109375
005,no_slip,Grok-4,locked10,-10.643351554870604,5,0,True,5,0,35683,success,success,,False,-10.118144035339355,-0.52520751953125
019,no_slip,Grok-4,locked10,-3.5041396617889404,5,0,True,4,0,33747,success,success,,False,-3.3380630016326904,-0.16607666015625
015,no_slip,Grok-4,locked10,-1.570451736450195,5,1,True,3,2,36576,success,success,,False,-1.351470947265625,-0.2189807891845703
013,no_slip,Grok-4,locked10,-10.361473083496094,5,0,True,1,1,33310,success,success,,False,-10.361473083496094,0.0
012,no_slip,Grok-4,locked10,-2.700719833374023,4,0,True,3,0,33644,success,success,,False,-2.772481918334961,0.0717620849609375
016,no_slip,Grok-4,locked10,-12.998695373535156,5,0,True,3,0,33463,success,success,,False,-12.998695373535156,0.0
003,no_forbid,Grok-4,locked10,-11.654779434204102,5,1,True,4,0,38234,success,success,,False,-11.659296035766602,0.0045166015625
004,no_forbid,Grok-4,locked10,-10.13772201538086,5,0,True,5,1,40533,success,success,,False,-10.13772201538086,0.0
023,no_forbid,Grok-4,locked10,-14.549540519714355,5,0,True,5,0,37531,success,success,,False,-14.549540519714355,0.0
024,no_forbid,Grok-4,locked10,-3.715871810913086,5,0,True,3,1,34583,success,success,,False,-3.715871810913086,0.0
005,no_forbid,Grok-4,locked10,-10.643351554870604,5,0,True,5,0,36653,success,success,,False,-10.118144035339355,-0.52520751953125
019,no_forbid,Grok-4,locked10,-3.5041396617889404,5,0,True,4,0,36328,success,success,,False,-3.3380630016326904,-0.16607666015625
015,no_forbid,Grok-4,locked10,-1.351470947265625,5,1,True,4,3,38648,success,success,,False,-1.351470947265625,0.0
013,no_forbid,Grok-4,locked10,-10.361473083496094,5,0,True,1,0,35016,success,success,,False,-10.361473083496094,0.0
012,no_forbid,Grok-4,locked10,-2.746053695678711,5,0,True,4,0,35124,success,success,,False,-2.772481918334961,0.02642822265625
016,no_forbid,Grok-4,locked10,-12.998695373535156,5,0,True,3,0,35591,success,success,,False,-12.998695373535156,0.0
003,no_termination,Grok-4,locked10,-11.654779434204102,5,1,True,4,0,37108,success,success,,False,-11.659296035766602,0.0045166015625
004,no_termination,Grok-4,locked10,-11.384395599365234,5,0,True,5,1,38338,success,success,,False,-10.13772201538086,-1.246673583984375
023,no_termination,Grok-4,locked10,-14.549540519714355,5,0,True,5,0,38575,success,success,,False,-14.549540519714355,0.0
024,no_termination,Grok-4,locked10,-3.715871810913086,5,0,True,3,1,36402,success,success,,False,-3.715871810913086,0.0
005,no_termination,Grok-4,locked10,-10.606913566589355,5,0,True,4,0,37821,success,success,,False,-10.118144035339355,-0.48876953125
019,no_termination,Grok-4,locked10,-3.5041396617889404,5,0,True,5,0,35952,success,success,,False,-3.3380630016326904,-0.16607666015625
015,no_termination,Grok-4,locked10,-1.351470947265625,5,1,True,4,3,38862,success,success,,False,-1.351470947265625,0.0
013,no_termination,Grok-4,locked10,-10.361473083496094,5,0,True,1,1,34803,success,success,,False,-10.361473083496094,0.0
012,no_termination,Grok-4,locked10,-2.746053695678711,5,0,True,3,1,36165,success,success,,False,-2.772481918334961,0.02642822265625
016,no_termination,Grok-4,locked10,-12.998695373535156,5,0,True,3,0,34402,success,success,,False,-12.998695373535156,0.0
003,single_shot,Grok-4,locked10,-10.633243560791016,1,0,True,1,0,6683,success,summary,,False,-11.659296035766602,1.026052474975586
004,single_shot,Grok-4,locked10,-10.13772201538086,1,0,True,1,0,6703,success,summary,,False,-10.13772201538086,0.0
023,single_shot,Grok-4,locked10,-14.256022453308104,1,0,True,1,0,6342,success,summary,,False,-14.549540519714355,0.2935180664062518
024,single_shot,Grok-4,locked10,-3.376506805419922,1,0,True,0,0,6536,success,summary,,False,-3.715871810913086,0.339365005493164
005,single_shot,Grok-4,locked10,-9.957316398620604,1,0,True,1,0,6641,success,summary,,False,-10.118144035339355,0.1608276367187517
019,single_shot,Grok-4,locked10,-3.3380630016326904,1,0,True,1,0,6457,success,summary,,False,-3.3380630016326904,0.0
015,single_shot,Grok-4,locked10,-1.351470947265625,1,0,True,1,0,7181,success,summary,,False,-1.351470947265625,0.0
013,single_shot,Grok-4,locked10,-9.077659606933594,1,0,True,0,0,6110,success,summary,,False,-10.361473083496094,1.2838134765625
012,single_shot,Grok-4,locked10,-2.359823226928711,1,0,True,1,0,6506,success,summary,,False,-2.772481918334961,0.41265869140625
016,single_shot,Grok-4,locked10,-12.998695373535156,1,0,True,1,0,5767,success,summary,,False,-12.998695373535156,0.0
001,full,Grok-4,extra14,-4.959049940109253,5,0,True,2,0,34421,success,success,,False,-4.959049940109253,0.0
002,full,Grok-4,extra14,-7.1137542724609375,5,0,True,4,2,38123,success,success,,False,-7.1137542724609375,0.0
006,full,Grok-4,extra14,-7.403881072998047,4,0,True,2,1,26550,success,success,,False,-7.403881072998047,0.0
007,full,Grok-4,extra14,-10.711036682128906,5,0,True,1,0,34416,success,success,,False,-10.711036682128906,0.0
008,full,Grok-4,extra14,-4.346961975097656,5,0,True,5,4,38305,success,success,,False,-4.346961975097656,0.0
009,full,Grok-4,extra14,-8.395408630371094,5,0,True,5,2,37786,success,success,,False,-8.395408630371094,0.0
010,full,Grok-4,extra14,-7.707094192504883,4,0,True,3,0,37395,success,success,,False,-7.707094192504883,0.0
011,full,Grok-4,extra14,-3.356536865234375,5,0,True,3,3,38620,success,success,,False,-3.356536865234375,0.0
014,full,Grok-4,extra14,-5.222879409790039,5,0,True,4,0,37482,success,success,,False,-5.222879409790039,0.0
017,full,Grok-4,extra14,-5.362634658813477,3,0,True,3,0,19976,success,success,,False,-5.362634658813477,0.0
018,full,Grok-4,extra14,-6.991722106933594,5,0,True,3,1,37565,success,success,,False,-6.991722106933594,0.0
020,full,Grok-4,extra14,-6.2334442138671875,5,0,True,4,0,39528,success,success,,False,-6.2334442138671875,0.0
021,full,Grok-4,extra14,-3.6088905334472656,5,0,True,4,0,37892,success,success,,False,-3.6088905334472656,0.0
022,full,Grok-4,extra14,-3.3845252990722656,5,0,True,5,2,40933,success,success,,False,-3.3845252990722656,0.0
